Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
,Hsbc Uk Esg Directory?Audit,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?audit,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?audit,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Disclosure,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?disclosure,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?disclosure,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Geospatial,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?geospatial,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?geospatial,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Header=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header=1,,,False,,Needs Review,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Assistive technology access not blocked, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Security permissions could not be validated automatically.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Link=Ag,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=ag,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=ag,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Supply,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?supply,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?supply,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Muntons Sustainability Report 2020,https://www.muntons.com/wp-content/uploads/2020/04/Muntons-Sustainability-Report-2020.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.muntons.com/wp-content/uploads/2020/04/Muntons-Sustainability-Report-2020.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is present (Muntons | Sustainability Report 2020) but DisplayDocTitle is not enabled. | Figure 2 is missing /Alt text.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Safeguard Guide For Religious Organisations 2021,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/safeguard-guide-for-religious-organisations-2021.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/safeguard-guide-for-religious-organisations-2021.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Southern Ireland Credit Protection Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-credit-protection-tc.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-credit-protection-tc.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Southern Ireland Debt Purchase Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-debt-purchase-tc.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-debt-purchase-tc.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
